pd_location,signal_width,rise_time,fall_time,peak_voltage,polarity,abs(mean),rms,sd,NewSkewness,kurtosis,crest,abs(formFactor),MainFreq,phase_angle,T,W,pC,pd_class
311579,24,13,11,130.6193,1,77.29901,87.75456,42.3985,0.2662282,1.767804,1.488461,1.135261,0,56.08422,38.48277,3.119342,3864950,34
1307279,26,11,15,121.5533,-1,69.54989,79.22694,38.66645,0.1844043,1.755917,1.534242,1.139138,0,235.3102,38.71535,2.626356,3755694,34
516365,26,12,14,110.8542,1,63.97124,72.32331,34.38203,0.202034,1.826546,1.532759,1.13056,0,92.9457,39.48364,2.776452,3454447,34
1189912,23,12,11,136.4654,-1,82.15295,94.23253,47.15189,0.3880689,1.751122,1.448177,1.147038,0,214.1842,35.07709,3.528759,3943342,34
259782,17,7,10,10.01915,1,5.536078,6.571881,3.644063,0.1418652,1.557817,1.524549,1.187101,0,46.76076,25.10525,8.153504,199298.8,35
1323115,19,8,11,13.35496,-1,7.708694,8.900351,4.564426,0.2344765,1.689552,1.500498,1.154586,0,238.1607,29.75811,5.253444,308347.8,35
1417198,19,10,9,20.47528,-1,12.26164,14.0469,7.031326,0.3541134,1.690251,1.457637,1.145597,0,255.0956,31.12775,5.381538,490465.7,35
1296626,20,9,11,22.66899,-1,12.68574,14.73858,7.688487,0.2307926,1.717315,1.538071,1.161823,0,233.3927,29.93113,5.046242,532800.9,35
1462402,22,11,11,32.79615,-1,18.24949,20.88669,10.38754,0.1612175,1.791393,1.570194,1.144508,0,263.2324,35.28695,3.998179,839476.7,35
1503652,20,11,9,23.69728,-1,14.41623,16.46823,8.157441,0.2984595,1.729229,1.438969,1.14234,0,270.6574,31.11598,4.579398,605481.5,35
382331,19,8,11,14.459,1,8.658343,9.885966,4.895263,0.3080444,1.764242,1.462578,1.141785,0,68.81958,30.51834,5.327312,346333.7,35
1288422,18,8,10,14.86933,-1,8.985579,10.3508,5.278737,0.2633675,1.665348,1.436539,1.151935,0,231.916,30.16026,6.035542,341452,35
364873,17,7,10,9.211295,1,5.073839,5.915017,3.12847,0.2009247,1.649171,1.557273,1.165787,0,65.67714,25.45286,8.939352,182658.2,35
1289013,13,6,7,11.38529,-1,7.704609,8.250871,3.063711,0.5730094,2.26173,1.379889,1.070901,0,232.0223,24.48838,11.1405,215729,35
1515421,22,8,14,23.32728,-1,14.45826,16.2956,7.685944,0.3090994,1.812525,1.431508,1.127079,0,272.7758,33.26124,3.739053,665080,35
399320,18,6,12,13.56261,1,8.428308,9.726183,4.987109,0.3789557,1.647048,1.394443,1.15399,0,71.8776,27.81906,6.486306,320275.7,35
1294476,17,10,7,11.7097,-1,6.928084,7.813914,3.718477,0.3518387,1.875515,1.498571,1.127861,0,233.0057,29.6816,7.452315,249411,35
1440157,21,8,13,15.23558,-1,8.279743,9.618904,5.011044,0.1320558,1.780445,1.58392,1.161739,0,259.2283,31.34906,5.15388,364308.7,35
1294238,18,7,11,29.98771,-1,18.13721,20.81,10.48242,0.2996993,1.786689,1.441024,1.147365,0,232.9628,28.66497,6.566421,689213.8,35
1316709,16,6,10,35.35985,-1,21.99903,25.10088,12.45904,0.4130477,1.70154,1.40871,1.140999,0,237.0076,25.19745,7.732603,747967.1,35
1334023,21,9,12,54.74709,-1,30.63982,35.58592,18.5245,0.2147181,1.690145,1.538448,1.161427,0,240.1241,31.5928,4.388062,1348152,35
1410176,22,8,14,29.53995,-1,17.12565,19.69633,9.947861,0.2039307,1.706411,1.499769,1.150107,0,253.8317,32.92636,3.802829,787780,35
1434251,21,11,10,55.1436,-1,33.73135,38.75429,19.5302,0.3758586,1.677747,1.422903,1.14891,0,258.1652,33.9557,4.438926,1484179,35
1521311,20,9,11,68.47891,-1,40.24623,45.8665,22.54275,0.3063246,1.802372,1.493005,1.139647,0,273.836,30.91294,4.829256,1690342,35
511147,21,9,12,42.11881,1,26.14941,29.33265,13.6023,0.4077153,1.844246,1.435902,1.121733,0,92.00646,32.07377,4.058592,1150574,35
1281642,21,11,10,19.64188,-1,11.51332,13.09137,6.377802,0.265343,1.754572,1.500369,1.137063,0,230.6956,33.71198,4.06863,506586.1,35
1319038,16,8,8,25.84664,-1,14.80239,17.24159,9.112995,0.2812196,1.652485,1.499087,1.164784,0,237.4268,25.14181,8.033475,503281.2,35
1330878,22,9,13,51.18145,-1,28.29041,32.84654,17.06486,0.175268,1.752559,1.558199,1.161049,0,239.558,30.4929,4.32513,1301359,35
1344078,19,10,9,34.70486,-1,20.98227,23.7531,11.42271,0.3350873,1.783394,1.461066,1.132056,0,241.934,29.43148,5.238032,839290.6,35
1372737,22,9,13,53.09222,-1,28.98343,33.47563,17.12694,0.1585429,1.819846,1.585996,1.154992,0,247.0927,32.36681,4.406314,1333238,35
1416046,17,8,9,23.25127,-1,14.57972,16.42193,7.776303,0.3678581,1.791715,1.415867,1.126354,0,254.8883,28.17519,7.320449,524870.1,35
1458163,25,12,13,21.58173,-1,11.95285,13.70836,6.844746,0.1850852,1.839189,1.574348,1.14687,0,262.4693,36.88604,3.532088,621548.2,35
1272624,18,8,10,41.84913,-1,25.38157,28.96249,14.33224,0.4070976,1.759239,1.444942,1.141084,0,229.0723,27.50347,5.900501,964499.7,35
1294000,19,10,9,29.3907,-1,17.54086,20.05137,9.967079,0.3130998,1.780633,1.46577,1.143123,0,232.92,31.44218,6.557001,701634.4,35
1318358,21,12,9,22.9418,-1,12.72625,14.71181,7.554747,0.09738593,1.813485,1.559414,1.156021,0,237.3044,37.02869,6.025216,559954.8,35
1319658,19,11,8,31.52837,-1,18.53455,21.06042,10.26039,0.2468496,1.782956,1.497044,1.136279,0,237.5384,32.62488,5.398584,741381.9,35
1328575,21,12,9,44.10283,-1,26.21466,29.61911,14.11151,0.2720958,1.77512,1.488999,1.129868,0,239.1435,37.51872,4.70371,1153445,35
1378803,20,8,12,31.13327,-1,18.37405,21.43116,11.3037,0.3315934,1.63083,1.45271,1.166382,0,248.1845,31.24613,5.220144,771709.9,35
1453557,23,9,14,51.77619,-1,28.71658,33.18838,16.99595,0.1497666,1.757205,1.56007,1.155722,0,261.6403,33.76127,3.708058,1378396,35
356139,18,8,10,26.28585,1,16.2549,18.4133,8.887364,0.4201012,1.771731,1.427547,1.132785,0,64.10502,28.25529,5.800297,617686,35
1325970,20,10,10,51.64518,-1,31.23658,35.53385,17.35734,0.3629836,1.755715,1.453408,1.137572,0,238.6746,31.71041,4.932775,1311936,35
1328850,20,10,10,72.54483,-1,41.85031,47.61944,23.28028,0.2485688,1.766271,1.523429,1.137852,0,239.193,31.81945,4.818874,1757713,35
1351390,19,9,10,48.97123,-1,28.46292,32.91738,16.96487,0.2448662,1.647641,1.487701,1.156501,0,243.2502,29.48176,5.751064,1138517,35
1438727,18,7,11,45.77589,-1,28.69943,32.58895,15.86272,0.4428637,1.825064,1.404645,1.135526,0,258.9709,28.0638,5.989108,1090578,35
391707,24,8,16,30.68593,1,19.89955,22.52006,10.7607,0.3231806,1.773989,1.362604,1.131687,0,70.50726,37.72833,3.395132,994977.4,35
411776,24,16,8,20.60081,1,11.75615,12.91023,5.445472,0.1667786,2.546851,1.595697,1.098168,0,74.11968,43.86573,6.544573,587807.3,35
1227910,20,11,9,23.64152,-1,14.69748,16.42004,7.502137,0.2938085,1.875764,1.439796,1.117201,0,221.0238,37.23297,6.393973,617294.1,35
1345578,26,13,13,22.14916,-1,12.24537,13.88965,6.68028,0.04561546,2.074838,1.594652,1.134278,0,242.204,42.61955,3.788019,661249.9,35
1353182,19,7,12,55.8688,-1,33.9849,38.73349,19.06525,0.3479487,1.748009,1.44239,1.139726,0,243.5728,28.18588,5.290278,1359396,35
1379909,20,10,10,62.84606,-1,36.86164,42.04859,20.73087,0.2861099,1.740675,1.494606,1.140714,0,248.3836,31.31661,4.545819,1548189,35
1393585,21,12,9,30.57033,-1,17.88698,20.60198,10.46296,0.318329,1.713541,1.483854,1.151786,0,250.8453,35.34738,4.682269,787027.1,35
1275893,15,6,9,33.45754,-1,20.35113,23.50351,12.14344,0.4431364,1.661208,1.423512,1.1549,0,229.6607,23.47334,9.29861,651236.1,35
1301578,22,9,13,34.15192,-1,17.71597,20.58639,10.72107,-0.002376521,1.82056,1.658957,1.162025,0,234.284,31.21702,4.469235,814934.4,35
1328344,23,10,13,26.4899,-1,13.50091,15.59731,7.978315,-0.03435149,1.951201,1.698364,1.155278,0,239.1019,34.13478,4.60859,648043.9,35
1337037,17,7,10,26.313,-1,15.67936,17.7571,8.576642,0.364316,1.809649,1.48183,1.132514,0,240.6667,26.13604,6.796825,564457,35
1410998,21,10,11,44.73391,-1,27.10968,30.71172,14.77135,0.3137589,1.766208,1.456575,1.132869,0,253.9796,32.30831,4.17895,1192826,35
1449025,20,10,10,76.60708,-1,45.21138,51.55763,25.39343,0.3066823,1.767926,1.485854,1.140368,0,260.8245,31.57043,4.649629,1898878,35
1520282,19,8,11,22.18523,-1,12.5085,14.47037,7.464237,0.2222658,1.726108,1.533148,1.156843,0,273.6508,27.12647,6.474835,500340,35
423712,21,8,13,24.48017,1,13.55748,15.78569,8.276243,0.1484013,1.684787,1.550782,1.164353,0,76.26816,31.31038,4.454284,596529.3,35
1242096,17,8,9,30.04903,-1,18.64781,21.01127,9.962255,0.374084,1.802132,1.430139,1.126742,0,223.5773,27.97235,6.607016,671321.1,35
1251180,18,7,11,35.09798,-1,22.77011,25.54713,11.90092,0.5150806,1.864781,1.373852,1.121959,0,225.2124,29.05911,5.674701,865264.4,35
1275021,20,12,8,28.93749,-1,17.12783,19.83343,10.24707,0.2424256,1.673314,1.459026,1.157965,0,229.5038,32.13871,5.535605,719368.8,35
1459012,23,11,12,58.53216,-1,34.86813,39.92361,19.86324,0.2755592,1.735459,1.466104,1.144989,0,262.6222,33.11057,3.549487,1673670,35
1271075,16,8,8,25.99144,-1,14.45618,16.86134,8.94603,0.1690317,1.715731,1.541481,1.166376,0,228.7935,25.19119,9.171974,491510,35
1404128,23,11,12,64.46847,-1,38.59103,43.60884,20.74601,0.2908879,1.798536,1.478335,1.130025,0,252.743,34.54257,3.428699,1852369,35
423759,19,6,13,20.07312,1,11.18829,12.9214,6.632049,0.2239192,1.71086,1.553478,1.154904,0,76.27662,25.71373,6.295831,447531.6,35
1243151,17,6,11,32.91449,-1,19.82908,22.77987,11.53801,0.4137416,1.709798,1.444894,1.148811,0,223.7672,26.34449,7.524976,713847,35
1319543,16,9,7,36.47837,-1,21.88341,25.1533,12.78349,0.4474072,1.769485,1.450242,1.149423,0,237.5177,26.67655,8.728695,744035.9,35
1326914,18,8,10,42.94917,-1,26.44185,30.40313,15.41717,0.4604921,1.713094,1.412656,1.149811,0,238.8445,27.90029,6.370501,1004790,35
1359391,16,8,8,28.86139,-1,17.4956,19.97613,9.937776,0.4013197,1.802708,1.444793,1.141781,0,244.6904,25.46588,7.8706,594850.2,35
1365369,19,8,11,60.5808,-1,37.56641,42.73799,20.90835,0.2672739,1.794295,1.417493,1.137665,0,245.7664,31.36679,5.480584,1502656,35
1332457,21,9,12,44.02507,-1,25.4635,29.1605,14.54514,0.2091116,1.708263,1.50975,1.145188,0,239.8423,31.88273,4.437919,1120394,35
1342295,14,6,8,29.34416,-1,19.26223,21.69348,10.32887,0.4975339,1.796161,1.352672,1.126218,0,241.6131,24.05744,10.30708,577867,35
1354485,19,12,7,31.53961,-1,18.22443,20.6482,9.958775,0.2037948,1.802142,1.527475,1.132996,0,243.8073,35.4193,6.406003,728977,35
1401760,18,6,12,30.5812,-1,20.00511,22.68427,10.98752,0.4894666,1.741226,1.348124,1.133924,0,252.3168,27.51437,6.280076,760194.2,35
1468903,21,10,11,72.68288,-1,41.55347,47.47286,23.4963,0.2292781,1.770001,1.53104,1.142452,0,264.4025,32.81199,4.283964,1828353,35
1475493,20,10,10,34.75265,-1,20.56831,23.35563,11.33805,0.3262668,1.792208,1.487978,1.135515,0,265.5887,31.82382,4.668861,863869.1,35
1254334,19,9,10,60.28694,-1,35.85169,40.62448,19.60141,0.2840696,1.761213,1.484005,1.133126,0,225.7801,30.12436,5.168096,1434068,35
1267267,18,6,12,39.52986,-1,26.91046,30.68228,15.14257,0.420634,1.76971,1.288361,1.140162,0,228.1081,28.97625,6.206534,1022598,35
1305489,18,6,12,52.44059,-1,32.95104,37.76766,18.96177,0.3730026,1.717343,1.388505,1.146175,0,234.988,27.43049,5.919495,1252140,35
1321038,19,7,12,91.09842,-1,53.09076,60.75123,30.29823,0.1821485,1.75758,1.499532,1.14429,0,237.7868,29.35455,5.523616,2123630,35
1337489,18,6,12,57.77778,-1,36.23167,40.88366,19.45944,0.4194394,1.820825,1.413224,1.128396,0,240.748,27.52826,5.762835,1376803,35
1342784,20,8,12,65.94628,-1,39.87632,46.25926,24.02682,0.3809837,1.653906,1.42558,1.160068,0,241.7011,31.13599,5.041201,1674805,35
1352312,19,8,11,116.0689,-1,71.43369,80.1255,37.23782,0.4173435,1.870802,1.448589,1.121677,0,243.4162,29.72217,5.067271,2857348,35
1396429,20,8,12,49.73629,-1,28.64261,32.7078,16.18244,0.267586,1.766279,1.520625,1.141928,0,251.3572,31.1089,5.104524,1202990,35
1415526,20,10,10,114.3624,-1,67.59624,76.00645,35.6106,0.2635058,1.867475,1.50464,1.124418,0,254.7947,32.6999,4.788644,2839042,35
1419660,21,9,12,113.1553,-1,66.00121,75.89547,38.35126,0.3109202,1.756947,1.490937,1.14991,0,255.5388,30.40966,4.52307,2904053,35
1441856,17,8,9,54.51636,-1,33.20762,37.55461,18.04707,0.4141097,1.802609,1.451656,1.130903,0,259.5341,27.02559,6.73596,1195474,35
1489122,20,9,11,67.65613,-1,38.91844,44.95226,23.05132,0.2526224,1.675269,1.505066,1.155037,0,268.042,30.21864,4.892235,1634575,35
327900,21,8,13,40.25705,1,23.57701,27.12116,13.72001,0.3142202,1.701372,1.484341,1.150323,0,59.022,31.31623,4.32896,1037388,35
1269904,20,8,12,41.58596,-1,23.87154,27.22222,13.40741,0.2671382,1.752133,1.527648,1.140363,0,228.5827,30.49988,4.855862,1002605,35
1288986,20,8,12,40.98113,-1,24.78751,28.50032,14.4132,0.3877842,1.721771,1.437918,1.149786,0,232.0175,29.75347,5.219185,1041075,35
1306928,20,10,10,63.42502,-1,38.88832,44.27018,21.67776,0.3774768,1.711531,1.43268,1.138393,0,235.247,32.04378,4.870502,1633309,35
1321983,20,10,10,76.74381,-1,43.06383,50.08421,26.20364,0.2009097,1.672606,1.532296,1.163023,0,237.9569,31.36867,4.843134,1808681,35
1344079,24,13,11,41.29506,-1,22.63369,25.77407,12.58383,0.09996771,1.896406,1.602194,1.138748,0,241.9342,39.1099,3.666623,1131684,35
1346979,23,12,11,78.05173,-1,46.13944,52.76006,26.13895,0.3260011,1.798931,1.479372,1.143492,0,242.4562,36.01927,3.659168,2214693,35
1347240,18,7,11,72.50275,-1,44.89927,51.05324,24.96587,0.4005497,1.732549,1.42014,1.137062,0,242.5032,28.83316,5.788278,1706172,35
1363269,18,9,9,29.94807,-1,18.81291,21.16829,9.970087,0.4202325,1.808161,1.414761,1.1252,0,245.3884,30.89816,5.964283,714890.6,35
1383525,21,10,11,47.39887,-1,27.01291,30.77041,15.08177,0.211576,1.836906,1.540404,1.1391,0,249.0345,33.22055,4.693251,1188568,35
1439068,19,9,10,57.79464,-1,33.88759,38.5428,18.83945,0.3099611,1.84267,1.499493,1.137372,0,259.0322,30.45519,5.586111,1355504,35
1441890,21,8,13,87.203,-1,51.33502,59.07037,29.91141,0.3186475,1.711581,1.476256,1.150684,0,259.5402,32.05387,4.275157,2258741,35
1515297,21,10,11,74.38569,-1,42.42596,48.38041,23.80021,0.1967556,1.753306,1.537517,1.140349,0,272.7535,34.26799,4.24491,1866742,35
1539195,19,9,10,87.15887,-1,51.4601,58.53833,28.62819,0.3007786,1.753432,1.48892,1.137548,0,277.0551,29.76093,5.057457,2058404,35
429781,22,11,11,43.44614,1,24.20736,27.89301,14.1687,0.1884441,1.719586,1.5576,1.152253,0,77.36058,34.0328,3.950957,1113539,35
1302023,20,7,13,78.03665,-1,45.77103,52.51496,26.38135,0.2218389,1.725709,1.485989,1.147341,0,234.3641,29.55983,4.744513,1922383,35
1310420,19,8,11,62.86784,-1,37.40896,43.0392,21.83532,0.381825,1.734026,1.460711,1.150505,0,235.8756,27.93658,5.578081,1496358,35
1311655,19,9,10,54.08298,-1,30.9762,35.69481,18.19758,0.2495856,1.68669,1.51515,1.15233,0,236.0979,30.1951,5.19088,1239048,35
1316059,18,8,10,39.79016,-1,25.21746,28.52882,13.70624,0.4985164,1.80725,1.394735,1.131312,0,236.8906,28.24818,6.140077,958263.3,35
1330677,19,9,10,70.50095,-1,43.20113,48.65228,22.95779,0.3771001,1.811316,1.449078,1.126181,0,239.5219,29.38007,5.103264,1728045,35
1347601,19,11,8,52.93716,-1,31.20605,35.5188,17.4044,0.3227743,1.736566,1.490399,1.138202,0,242.5682,31.98475,5.337423,1248242,35
1352572,18,8,10,75.88388,-1,46.45777,52.32494,24.73405,0.4010962,1.847095,1.450243,1.12629,0,243.463,28.10124,5.719461,1765395,35
1361671,26,12,14,32.45782,-1,18.47392,20.97635,10.12514,0.1894276,1.831623,1.547353,1.135457,0,245.1008,39.81091,2.798747,997591.9,35
1368949,20,10,10,103.8871,-1,61.12291,70.01709,34.99574,0.3248792,1.743051,1.483739,1.145513,0,246.4108,31.75148,4.773628,2567162,35
1374215,21,9,12,125.9246,-1,76.77593,86.90889,41.68445,0.352765,1.762721,1.448927,1.131981,0,247.3587,33.3257,4.000287,3378141,35
1426483,23,10,13,114.4667,-1,64.65847,74.55249,37.91097,0.2102004,1.741491,1.535384,1.15302,0,256.7669,35.51528,3.609688,3103606,35
1493347,24,14,10,32.56904,-1,20.66204,23.04819,10.42327,0.2634835,1.914326,1.413085,1.115484,0,268.8025,42.67074,4.035751,1033102,35
1499483,23,11,12,77.86817,-1,44.03303,50.29414,24.8248,0.1783327,1.821348,1.548255,1.142191,0,269.9069,34.65877,3.745163,2113586,35
1237650,16,7,9,34.68117,-1,19.64694,22.90546,12.13771,0.2104451,1.653761,1.514101,1.165854,0,222.777,24.23669,8.390395,667995.9,35
1279419,20,11,9,48.2891,-1,28.69983,32.8091,16.29094,0.2914119,1.709386,1.47182,1.143181,0,230.2954,31.22668,5.069895,1205393,35
1308610,21,13,8,51.76622,-1,28.62612,33.00287,16.8101,0.1841383,1.835269,1.568537,1.152894,0,235.5498,35.46519,5.349557,1259549,35
1319719,19,9,10,92.9801,-1,52.76715,61.44752,32.3049,0.232593,1.637151,1.513163,1.164503,0,237.5494,30.27225,5.539059,2110686,35
1329135,19,8,11,42.91275,-1,26.51821,30.37108,15.18958,0.2870719,1.689673,1.412948,1.145291,0,239.2443,30.70677,5.393049,1060728,35
1364101,19,9,10,70.76871,-1,42.95297,49.31614,24.86011,0.4331772,1.748816,1.435001,1.148143,0,245.5382,29.33358,5.4097,1718119,35
1423698,20,9,11,107.0715,-1,62.87296,71.88729,35.7143,0.2846936,1.753193,1.489436,1.143374,0,256.2656,32.5543,4.848056,2640664,35
1439606,18,9,9,57.99403,-1,37.72589,42.80906,20.7874,0.4716388,1.765239,1.354714,1.13474,0,259.1291,29.60421,6.859592,1433584,35
1504232,21,9,12,132.1539,-1,75.35275,87.28499,45.08928,0.2712718,1.706963,1.514051,1.158352,0,270.7618,31.28621,4.443324,3315521,35
1515054,22,10,12,136.8195,-1,81.27162,92.85723,45.92483,0.2756791,1.730792,1.473439,1.142554,0,272.7097,35.54728,3.761728,3738494,35
1577823,24,10,14,63.48063,-1,36.81547,42.29142,21.24229,0.2791651,1.717466,1.501029,1.14874,0,284.0081,34.11343,3.292432,1840774,35
354329,11,7,4,31.70083,1,14.92852,17.97559,10.45829,-0.004012639,1.78977,1.763548,1.204111,0,63.77922,21.09563,31.50551,358284.6,35
383973,20,8,12,41.2361,1,26.85699,30.00739,13.71505,0.5642721,1.978137,1.374198,1.117303,0,69.11514,34.02739,4.913866,1127994,35
1276647,13,6,7,44.44133,-1,28.60255,32.4899,15.99237,0.4514038,1.724533,1.367851,1.135909,0,229.7965,21.38131,12.04378,800871.3,35
1287573,17,9,8,27.81763,-1,17.19995,19.80307,10.09897,0.3540736,1.664273,1.404713,1.151344,0,231.7631,28.22763,8.665879,619198.2,35
1292062,20,7,13,34.98193,-1,21.68385,24.9934,12.73596,0.2634732,1.736363,1.399647,1.152628,0,232.5712,30.39903,5.059527,910721.5,35
1293630,18,9,9,91.33123,-1,54.09516,61.89609,30.90484,0.3419304,1.725319,1.475557,1.144208,0,232.8534,27.64804,5.970712,2055616,35
1296189,23,7,16,60.30382,-1,33.2773,38.6768,20.13475,0.1696881,1.724782,1.559173,1.162258,0,233.314,29.14304,4.485029,1597310,35
1304971,19,9,10,45.7265,-1,27.81989,31.87826,15.9696,0.32187,1.66229,1.43441,1.14588,0,234.8948,30.64444,5.669495,1112796,35
1311478,17,8,9,75.31232,-1,43.10865,50.233,26.53518,0.2939284,1.679266,1.49926,1.165265,0,236.066,26.54537,7.393909,1551912,35
1318117,20,12,8,52.87873,-1,30.54117,34.58804,16.63575,0.2583072,1.881936,1.528815,1.132505,0,237.2611,34.08528,5.403138,1282729,35
1349322,21,9,12,91.47668,-1,51.735,60.2198,31.54596,0.2339841,1.684913,1.519047,1.164005,0,242.878,31.78213,4.523907,2276340,35
1353467,19,9,10,92.7199,-1,53.07426,61.17686,31.21625,0.2500857,1.702068,1.515604,1.152665,0,243.6241,30.84762,5.343453,2122970,35
1377804,18,7,11,54.03607,-1,33.80854,39.17873,20.34038,0.339959,1.680752,1.37922,1.158841,0,248.0047,29.88863,6.433705,1284724,35
1389577,17,8,9,102.5209,-1,63.39961,71.59042,34.21575,0.4202463,1.796078,1.432048,1.129193,0,250.1239,27.6815,6.362911,2282386,35
1499313,18,9,9,64.69037,-1,40.0763,45.2874,21.66916,0.4402047,1.814981,1.428441,1.13003,0,269.8763,29.1088,5.683058,1522899,35
1518758,22,8,14,69.26507,-1,40.40346,46.45331,23.43832,0.2767813,1.766317,1.491069,1.149736,0,273.3764,30.90774,4.276622,1858559,35
1535868,19,11,8,52.88239,-1,34.27022,38.66053,18.35867,0.4437228,1.816203,1.367865,1.128109,0,276.4562,30.31433,4.931446,1370809,35
325826,20,10,10,28.11984,1,17.94978,20.53898,10.22926,0.3989156,1.702311,1.369096,1.144247,0,58.64868,30.35976,4.830522,753890.8,35
532444,18,11,7,32.89143,1,19.84117,22.49454,10.88912,0.5972073,2.005533,1.462196,1.13373,0,95.83992,29.70432,7.494664,753964.6,35
536720,19,8,11,35.85017,1,23.88018,26.89934,12.70356,0.6189793,1.951511,1.332753,1.12643,0,96.6096,29.47961,5.701406,955207.2,35
1280675,18,8,10,37.73432,-1,24.00771,27.56189,13.90936,0.2799396,1.67488,1.369076,1.148043,0,230.5215,30.77517,6.456851,912293.1,35
1284400,14,6,8,41.7323,-1,25.79827,29.78801,15.4148,0.4054737,1.609163,1.400976,1.154652,0,231.192,22.18253,10.58604,773948,35
1299628,17,10,7,53.80083,-1,32.28518,37.10263,18.81316,0.4262906,1.749814,1.450055,1.149215,0,233.933,27.24144,8.431591,1162267,35
1314744,21,10,11,128.7188,-1,79.73902,89.47881,41.55272,0.4079911,1.839967,1.438539,1.122146,0,236.6539,33.89301,3.998725,3508517,35
1324717,18,8,10,53.04331,-1,32.75445,37.81111,19.40746,0.3555487,1.696909,1.40285,1.154381,0,238.4491,28.93705,6.671379,1244669,35
1327322,17,6,11,36.96808,-1,24.75229,28.17373,13.84684,0.5425881,1.752896,1.312147,1.138227,0,238.918,28.69283,7.362443,891082.6,35
1343863,20,9,11,119.3516,-1,70.75522,80.43134,39.1924,0.2934814,1.738903,1.483894,1.136755,0,241.8953,31.82728,4.536046,2971719,35
1379709,17,7,10,80.97149,-1,50.99392,57.82483,28.05452,0.4247393,1.75975,1.400289,1.133955,0,248.3476,27.98567,6.44843,1835781,35
1403041,21,9,12,31.46169,-1,18.56575,21.03376,10.11859,0.3093741,1.807393,1.495771,1.132934,0,252.5474,31.79294,4.221111,816893.1,35
1499187,21,9,12,105.8637,-1,60.66219,69.76602,35.26952,0.2014807,1.708285,1.51741,1.150074,0,269.8537,33.42209,4.180474,2669136,35
469844,24,9,15,51.4464,1,30.01131,34.40542,17.17114,0.1507203,1.85548,1.495299,1.146415,0,84.57192,36.38113,3.863472,1500565,35
1231341,15,6,9,45.75991,-1,27.7012,31.68498,15.88566,0.4029384,1.728738,1.444214,1.143813,0,221.6414,22.70674,8.420299,886438.2,35
1299261,17,8,9,48.04234,-1,29.02854,33.66181,17.53703,0.3329882,1.651401,1.427206,1.159611,0,233.867,25.43777,7.391171,1045028,35
1319797,22,11,11,84.04458,-1,48.32216,54.69238,26.19262,0.1843163,1.842918,1.536678,1.131828,0,237.5635,34.22009,3.954554,2222819,35
1323701,17,7,10,43.80326,-1,27.77005,31.78818,15.91821,0.5641598,1.832421,1.377973,1.144693,0,238.2662,25.81447,7.784122,999721.9,35
1324471,20,9,11,115.1364,-1,67.07239,77.05383,38.86536,0.2911493,1.694546,1.494234,1.148816,0,238.4048,30.72972,4.637848,2817040,35
1350707,21,10,11,67.13564,-1,37.70559,43.30932,21.80835,0.1463428,1.818478,1.550143,1.148618,0,243.1273,33.89123,4.683484,1659046,35
1363506,21,11,10,104.7075,-1,58.22394,66.43462,32.74556,0.1205675,1.79749,1.576099,1.141019,0,245.4311,35.12184,4.392209,2561853,35
1392461,20,10,10,141.21,-1,81.926,94.22909,47.7034,0.2642308,1.698985,1.498582,1.150173,0,250.643,31.83446,4.611108,3440892,35
1395039,19,9,10,61.96858,-1,36.98523,42.55779,21.60063,0.3257227,1.677027,1.456104,1.15067,0,251.107,29.82179,5.375977,1479409,35
1399219,22,12,10,124.1788,-1,74.42008,84.35543,40.61028,0.3022801,1.761251,1.47209,1.133504,0,251.8594,36.18127,3.635961,3423324,35
1425227,21,8,13,55.69519,-1,30.48029,35.82966,19.27713,0.1833435,1.642805,1.554444,1.175503,0,256.5409,30.52079,4.702695,1341133,35
1446461,22,10,12,76.93337,-1,45.15802,51.68255,25.70133,0.2782198,1.712198,1.488575,1.144482,0,260.363,34.41172,3.987213,2077269,35
1465029,19,7,12,50.56636,-1,33.40791,37.41861,17.29204,0.5788113,1.912413,1.351369,1.120052,0,263.7052,29.53904,5.129691,1336317,35
1471592,21,11,10,99.16732,-1,57.28309,65.58466,32.68894,0.2276573,1.735263,1.51205,1.144922,0,264.8866,35.59393,4.375248,2520456,35
275871,23,10,13,32.54303,1,18.99483,21.75661,10.83697,0.2573291,1.708041,1.495777,1.145397,0,49.65678,33.0844,3.896523,911751.6,35
1262138,17,7,10,43.63011,-1,27.90172,32.12743,16.38863,0.2603921,1.687219,1.358033,1.15145,0,227.1848,29.36498,6.827088,1004462,35
1292580,19,6,13,43.40173,-1,25.14014,29.02623,14.88537,0.2546274,1.682704,1.495259,1.154577,0,232.6644,26.84888,5.645201,1005606,35
1296638,17,7,10,40.07352,-1,24.74035,28.05819,13.61915,0.441331,1.786678,1.428229,1.134106,0,233.3948,27.47616,6.482008,890652.7,35
1311620,18,8,10,63.62111,-1,36.83157,42.74036,22.27768,0.2996195,1.682166,1.488549,1.160428,0,236.0916,28.57688,6.232251,1399600,35
1320315,18,9,9,62.99983,-1,38.32816,44.05387,22.31368,0.4565504,1.717958,1.430064,1.149386,0,237.6567,28.46274,6.229461,1456470,35
1343727,18,8,10,68.12345,-1,41.12445,46.64264,22.61022,0.3580497,1.759912,1.46054,1.134183,0,241.8709,28.76473,5.710102,1562729,35
1385725,20,9,11,41.83668,-1,24.55819,28.01829,13.82084,0.3667593,1.799414,1.493192,1.140894,0,249.4305,28.82063,5.437118,1031444,35
